,char_0,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,name
2042,3,4,11,15,7,8,13,26,26,26,delphin
2043,17,14,3,6,4,17,26,26,26,26,rodger
2044,22,14,14,3,17,14,22,26,26,26,woodrow
2045,1,20,17,13,8,2,4,26,26,26,burnice
2046,6,8,14,21,0,13,13,8,26,26,giovanni
2047,0,12,4,17,8,2,14,26,26,26,americo
2048,0,17,3,4,11,11,26,26,26,26,ardell
2049,3,4,11,12,20,18,26,26,26,26,delmus
2050,6,8,11,12,4,17,26,26,26,26,gilmer
2051,11,20,2,8,14,26,26,26,26,26,lucio
2052,12,0,17,8,0,13,14,26,26,26,mariano
2053,14,6,3,4,13,26,26,26,26,26,ogden
2054,14,11,0,13,3,26,26,26,26,26,oland
2055,15,17,4,13,19,8,18,18,26,26,prentiss
2056,18,0,12,8,4,26,26,26,26,26,samie
2057,7,0,3,11,4,24,26,26,26,26,hadley
2058,5,17,0,13,2,4,18,2,14,26,francesco
2059,19,14,8,21,14,26,26,26,26,26,toivo
2060,17,14,1,11,4,24,26,26,26,26,robley
2061,21,4,17,11,4,26,26,26,26,26,verle
2062,5,0,17,17,4,11,11,26,26,26,farrell
2063,13,0,19,7,0,13,8,0,11,26,nathanial
2064,17,4,24,4,18,26,26,26,26,26,reyes
2065,4,11,4,0,13,14,17,26,26,26,eleanor
2066,4,12,12,0,13,20,4,11,26,26,emmanuel
2067,4,18,10,4,17,26,26,26,26,26,esker
2068,5,11,14,17,4,13,19,8,13,14,florentino
2069,6,0,4,19,0,13,14,26,26,26,gaetano
2070,11,4,21,8,4,26,26,26,26,26,levie
2071,6,20,8,3,14,26,26,26,26,26,guido
2072,0,20,17,4,11,8,14,26,26,26,aurelio
2073,2,20,17,19,8,18,18,26,26,26,curtiss
2074,14,19,7,4,11,26,26,26,26,26,othel
2075,18,0,13,19,14,26,26,26,26,26,santo
2076,7,0,17,17,4,11,11,26,26,26,harrell
2077,11,4,13,22,14,14,3,26,26,26,lenwood
2078,11,4,14,15,14,11,3,14,26,26,leopoldo
2079,3,0,13,19,4,26,26,26,26,26,dante
2080,0,13,13,26,26,26,26,26,26,26,ann
2081,7,0,11,11,4,24,26,26,26,26,halley
2082,17,4,8,13,14,26,26,26,26,26,reino
2083,2,0,17,12,4,11,14,26,26,26,carmelo
2084,22,24,12,0,13,26,26,26,26,26,wyman
2085,18,8,11,21,8,14,26,26,26,26,silvio
2086,2,14,11,8,4,26,26,26,26,26,colie
2087,0,11,5,14,13,18,4,26,26,26,alfonse
2088,0,11,3,14,26,26,26,26,26,26,aldo
2089,0,12,4,17,8,6,14,26,26,26,amerigo
2090,4,13,17,8,2,14,26,26,26,26,enrico
2091,6,0,18,15,4,17,26,26,26,26,gasper
2092,0,19,19,8,11,8,14,26,26,26,attilio
2093,22,14,14,3,17,14,4,26,26,26,woodroe
2094,13,20,13,25,8,14,26,26,26,26,nunzio
2095,1,20,17,13,4,11,11,26,26,26,burnell
2096,4,17,11,8,13,6,26,26,26,26,erling
2097,6,8,11,1,4,17,19,14,26,26,gilberto
2098,6,11,4,13,3,14,13,26,26,26,glendon
2099,11,0,17,20,4,26,26,26,26,26,larue
2100,12,0,18,0,14,26,26,26,26,26,masao
2101,13,4,21,8,13,26,26,26,26,26,nevin
2102,0,17,12,8,13,26,26,26,26,26,armin
2103,19,24,17,20,18,26,26,26,26,26,tyrus
2104,10,4,13,3,0,11,11,26,26,26,kendall
2105,6,0,17,14,11,3,26,26,26,26,garold
2106,6,4,13,13,0,17,14,26,26,26,gennaro
2107,2,14,18,12,14,26,26,26,26,26,cosmo
2108,11,20,8,6,8,26,26,26,26,26,luigi
2109,7,24,12,4,13,26,26,26,26,26,hymen
2110,3,14,13,0,19,14,26,26,26,26,donato
2111,12,4,11,1,14,20,17,13,4,26,melbourne
2112,12,4,17,22,8,13,26,26,26,26,merwin
2113,22,8,13,19,14,13,26,26,26,26,winton
2114,6,8,13,14,26,26,26,26,26,26,gino
2115,6,11,4,13,22,14,14,3,26,26,glenwood
2116,6,4,13,14,26,26,26,26,26,26,geno
2117,6,11,24,13,13,26,26,26,26,26,glynn
2118,13,4,11,11,14,26,26,26,26,26,nello
2119,3,20,17,22,14,14,3,26,26,26,durwood
2120,6,8,11,12,14,17,4,26,26,26,gilmore
2121,18,0,21,4,17,8,14,26,26,26,saverio
2122,6,0,17,19,7,26,26,26,26,26,garth
2123,7,8,17,14,18,7,8,26,26,26,hiroshi
2124,0,17,11,8,13,26,26,26,26,26,arlin
2125,24,14,18,7,8,14,26,26,26,26,yoshio
2126,0,17,21,14,26,26,26,26,26,26,arvo
2127,3,4,22,0,17,3,26,26,26,26,deward
2128,7,20,6,7,4,18,26,26,26,26,hughes
2129,19,0,19,18,20,14,26,26,26,26,tatsuo
2130,9,4,17,0,11,3,26,26,26,26,jerald
2131,25,8,6,12,20,13,3,26,26,26,zigmund
2132,6,4,17,7,0,17,3,19,26,26,gerhardt
2133,11,24,13,22,14,14,3,26,26,26,lynwood
2134,1,4,17,11,8,13,26,26,26,26,berlin
2135,12,4,17,11,24,13,26,26,26,26,merlyn
2136,15,4,17,18,7,8,13,6,26,26,pershing
2137,7,8,3,4,14,26,26,26,26,26,hideo
2138,13,14,17,12,0,13,3,26,26,26,normand
2139,14,17,21,8,13,26,26,26,26,26,orvin
2140,9,14,24,2,4,26,26,26,26,26,joyce
2141,12,8,13,14,17,20,26,26,26,26,minoru
2142,5,14,2,7,26,26,26,26,26,26,foch
2143,1,17,24,2,4,26,26,26,26,26,bryce
2144,2,0,17,12,4,11,26,26,26,26,carmel
2145,12,0,17,2,14,26,26,26,26,26,marco
2146,22,8,13,8,5,17,4,3,26,26,winifred
2147,4,3,18,4,11,26,26,26,26,26,edsel
2148,16,20,8,13,19,4,13,26,26,26,quinten
2149,10,8,24,14,18,7,8,26,26,26,kiyoshi
2150,19,7,4,17,12,0,13,26,26,26,therman
2151,10,0,25,20,14,26,26,26,26,26,kazuo
2152,12,4,19,17,14,26,26,26,26,26,metro
2153,11,0,3,3,8,4,26,26,26,26,laddie
2154,7,0,17,3,8,13,6,26,26,26,harding
2155,10,4,13,13,8,19,7,26,26,26,kennith
2156,4,11,14,24,26,26,26,26,26,26,eloy
2157,3,0,17,24,11,26,26,26,26,26,daryl
2158,17,0,24,1,20,17,13,26,26,26,rayburn
2159,9,14,13,26,26,26,26,26,26,26,jon
2160,3,4,22,0,24,13,4,26,26,26,dewayne
2161,12,0,17,2,14,18,26,26,26,26,marcos
2162,10,4,21,8,13,26,26,26,26,26,kevin
2163,7,0,17,3,4,13,26,26,26,26,harden
2164,3,4,11,19,14,13,26,26,26,26,delton
2165,17,4,24,13,0,11,3,14,26,26,reynaldo
2166,3,14,13,0,11,26,26,26,26,26,donal
2167,19,14,18,7,8,14,26,26,26,26,toshio
2168,3,22,0,24,13,4,26,26,26,26,dwayne
2169,25,0,13,4,26,26,26,26,26,26,zane
2170,11,20,21,4,17,13,4,26,26,26,luverne
2171,9,0,2,10,8,4,26,26,26,26,jackie
2172,17,0,12,8,17,14,26,26,26,26,ramiro
2173,7,0,17,11,4,13,26,26,26,26,harlen
2174,3,4,0,13,4,26,26,26,26,26,deane
2175,3,22,0,8,13,26,26,26,26,26,dwain
2176,1,14,17,8,18,26,26,26,26,26,boris
2177,3,14,17,12,0,13,26,26,26,26,dorman
2178,2,14,14,11,8,3,6,4,26,26,coolidge
2179,17,4,5,20,6,8,14,26,26,26,refugio
2180,3,0,17,14,11,3,26,26,26,26,darold
2181,3,14,13,13,26,26,26,26,26,26,donn
2182,5,0,20,18,19,8,13,14,26,26,faustino
2183,1,17,8,0,13,26,26,26,26,26,brian
2184,12,4,11,21,24,13,26,26,26,26,melvyn
2185,4,18,19,4,1,0,13,26,26,26,esteban
2186,5,17,4,3,3,24,26,26,26,26,freddy
2187,21,8,17,6,8,13,8,0,26,26,virginia
2188,12,0,17,11,24,13,26,26,26,26,marlyn
2189,10,4,13,26,26,26,26,26,26,26,ken
2190,3,22,0,8,13,4,26,26,26,26,dwaine
2191,6,4,0,17,11,3,26,26,26,26,gearld
2192,21,0,11,4,13,19,8,13,14,26,valentino
2193,11,8,13,3,24,26,26,26,26,26,lindy
2194,11,8,13,3,1,4,17,6,7,26,lindbergh
2195,18,7,14,9,8,26,26,26,26,26,shoji
2196,3,4,13,13,24,26,26,26,26,26,denny
2197,6,14,13,25,0,11,14,26,26,26,gonzalo
2198,9,14,17,6,4,26,26,26,26,26,jorge
2199,9,4,17,17,14,11,3,26,26,26,jerrold
2200,0,10,8,17,0,26,26,26,26,26,akira
2201,12,0,17,8,0,26,26,26,26,26,maria
2202,7,14,14,21,4,17,26,26,26,26,hoover
2203,9,4,17,14,11,3,26,26,26,26,jerold
2204,0,17,11,4,13,26,26,26,26,26,arlen
2205,17,14,13,13,8,4,26,26,26,26,ronnie
2206,12,0,17,2,4,11,8,13,14,26,marcelino
2207,21,4,17,11,24,13,26,26,26,26,verlyn
2208,8,18,12,0,4,11,26,26,26,26,ismael
2209,5,8,3,4,13,2,8,14,26,26,fidencio
2210,3,14,11,14,17,4,18,26,26,26,dolores
2211,0,3,0,13,26,26,26,26,26,26,adan
2212,3,0,21,4,24,26,26,26,26,26,davey
2213,3,4,17,0,11,3,26,26,26,26,derald
2214,1,0,17,1,0,17,0,26,26,26,barbara
2215,7,20,12,1,4,17,19,14,26,26,humberto
2216,9,14,0,13,26,26,26,26,26,26,joan
2217,18,7,4,17,22,8,13,26,26,26,sherwin
2218,11,0,21,14,13,26,26,26,26,26,lavon
2219,3,20,22,0,24,13,4,26,26,26,duwayne
2220,6,4,13,0,17,14,26,26,26,26,genaro
2221,10,4,13,13,24,26,26,26,26,26,kenny
2222,17,14,6,4,11,8,14,26,26,26,rogelio
2223,17,14,11,5,26,26,26,26,26,26,rolf
2224,0,17,13,20,11,5,14,26,26,26,arnulfo
2225,6,4,17,17,24,26,26,26,26,26,gerry
2226,3,4,17,11,26,26,26,26,26,26,derl
2227,6,4,17,14,11,3,26,26,26,26,gerold
2228,0,17,11,0,13,26,26,26,26,26,arlan
2229,15,0,19,17,8,2,8,0,26,26,patricia
2230,3,8,13,14,26,26,26,26,26,26,dino
2231,22,0,11,11,24,26,26,26,26,26,wally
2232,12,4,17,21,24,13,26,26,26,26,mervyn
2233,0,11,11,24,13,26,26,26,26,26,allyn
2234,12,14,13,19,24,26,26,26,26,26,monty
2235,3,8,2,10,8,4,26,26,26,26,dickie
2236,9,0,13,26,26,26,26,26,26,26,jan
2237,0,17,11,8,18,26,26,26,26,26,arlis
2238,10,0,24,4,26,26,26,26,26,26,kaye
2239,10,4,13,19,14,13,26,26,26,26,kenton
2240,18,7,4,17,17,8,11,11,26,26,sherrill
2241,3,0,17,11,26,26,26,26,26,26,darl
2242,17,0,24,12,20,13,3,14,26,26,raymundo
2243,3,4,11,0,13,14,26,26,26,26,delano
2244,19,4,17,17,0,13,2,4,26,26,terrance
2245,17,14,13,13,24,26,26,26,26,26,ronny
2246,2,7,20,2,10,26,26,26,26,26,chuck
2247,14,17,11,8,13,26,26,26,26,26,orlin
2248,6,11,14,17,8,0,26,26,26,26,gloria
2249,3,0,17,17,24,11,26,26,26,26,darryl
2250,12,0,17,2,26,26,26,26,26,26,marc
2251,18,0,11,26,26,26,26,26,26,26,sal
2252,18,19,0,13,26,26,26,26,26,26,stan
2253,2,14,17,3,4,11,11,26,26,26,cordell
2254,3,0,17,21,8,13,26,26,26,26,darvin
2255,3,4,17,17,4,11,11,26,26,26,derrell
2256,9,0,12,4,26,26,26,26,26,26,jame
2257,9,0,2,10,24,26,26,26,26,26,jacky
2258,11,0,13,13,24,26,26,26,26,26,lanny
2259,17,14,13,26,26,26,26,26,26,26,ron
2260,12,0,17,11,0,13,3,26,26,26,marland
2261,0,17,11,24,13,26,26,26,26,26,arlyn
2262,9,4,17,17,4,11,11,26,26,26,jerrell
2263,9,4,5,5,17,4,24,26,26,26,jeffrey
2264,21,0,11,4,13,19,8,13,26,26,valentin
2265,10,4,17,17,24,26,26,26,26,26,kerry
2266,5,4,17,17,4,11,11,26,26,26,ferrell
2267,6,0,24,11,14,13,26,26,26,26,gaylon
2268,9,4,17,17,4,11,26,26,26,26,jerrel
2269,3,0,17,22,24,13,26,26,26,26,darwyn
2270,3,22,0,13,4,26,26,26,26,26,dwane
2271,17,0,13,3,24,26,26,26,26,26,randy
2272,8,0,13,26,26,26,26,26,26,26,ian
2273,3,4,11,22,8,13,26,26,26,26,delwin
2274,6,20,18,19,0,21,14,26,26,26,gustavo
2275,21,4,17,11,14,13,26,26,26,26,verlon
2276,21,4,17,13,4,11,11,26,26,26,vernell
2277,3,4,11,12,0,26,26,26,26,26,delma
2278,22,8,13,3,4,11,11,26,26,26,windell
2279,10,8,12,26,26,26,26,26,26,26,kim
2280,4,17,17,14,11,26,26,26,26,26,errol
2281,17,4,6,6,8,4,26,26,26,26,reggie
2282,6,4,14,5,5,17,4,24,26,26,geoffrey
2283,12,4,11,26,26,26,26,26,26,26,mel
2284,18,4,17,6,8,14,26,26,26,26,sergio
2285,3,4,11,26,26,26,26,26,26,26,del
2286,3,14,13,13,4,11,11,26,26,26,donnell
2287,19,24,17,14,13,4,26,26,26,26,tyrone
2288,18,7,0,17,14,13,26,26,26,26,sharon
2289,3,14,13,13,24,26,26,26,26,26,donny
2290,3,14,20,6,26,26,26,26,26,26,doug
2291,12,0,17,8,11,24,13,26,26,26,marilyn
2292,2,0,17,14,11,24,13,26,26,26,carolyn
2293,3,4,11,21,8,13,26,26,26,26,delvin
2294,9,0,13,4,19,26,26,26,26,26,janet
2295,11,4,21,14,13,26,26,26,26,26,levon
2296,14,25,4,11,11,26,26,26,26,26,ozell
2297,6,0,24,11,4,13,26,26,26,26,gaylen
2298,11,0,12,14,13,19,26,26,26,26,lamont
2299,19,4,23,26,26,26,26,26,26,26,tex
2300,11,14,13,13,24,26,26,26,26,26,lonny
2301,0,20,19,17,24,26,26,26,26,26,autry
2302,17,14,13,3,0,11,26,26,26,26,rondal
2303,17,0,13,3,0,11,26,26,26,26,randal
2304,3,8,14,13,26,26,26,26,26,26,dion
2305,6,17,4,6,26,26,26,26,26,26,greg
2306,18,0,13,3,17,0,26,26,26,26,sandra
2307,9,20,3,8,19,7,26,26,26,26,judith
2308,18,2,14,19,19,24,26,26,26,26,scotty
2309,17,14,13,0,11,26,26,26,26,26,ronal
2310,9,4,5,5,4,17,24,26,26,26,jeffery
2311,17,0,13,3,4,11,11,26,26,26,randell
2312,9,14,4,24,26,26,26,26,26,26,joey
2313,13,8,2,10,24,26,26,26,26,26,nicky
2314,11,4,14,13,4,11,26,26,26,26,leonel
2315,7,0,17,11,14,13,26,26,26,26,harlon
2316,11,0,22,17,0,13,2,4,26,26,lawrance
2317,11,8,13,3,0,26,26,26,26,26,linda
2318,1,0,17,17,8,4,26,26,26,26,barrie
2319,3,0,17,13,4,11,11,26,26,26,darnell
2320,8,18,8,3,17,14,26,26,26,26,isidro
2321,22,8,11,10,8,4,26,26,26,26,wilkie
2322,17,8,2,10,26,26,26,26,26,26,rick
2323,17,8,2,10,24,26,26,26,26,26,ricky
2324,3,14,13,13,0,26,26,26,26,26,donna
2325,9,0,13,8,2,4,26,26,26,26,janice
2326,9,0,21,8,4,17,26,26,26,26,javier
2327,22,4,13,3,4,11,26,26,26,26,wendel
2328,4,17,8,10,26,26,26,26,26,26,erik
2329,11,8,13,3,4,11,11,26,26,26,lindell
2330,9,20,3,24,26,26,26,26,26,26,judy
2331,9,4,5,5,17,24,26,26,26,26,jeffry
2332,10,0,17,4,13,26,26,26,26,26,karen
2333,1,17,4,13,3,0,13,26,26,26,brendan
2334,3,0,17,4,11,11,26,26,26,26,darell
2335,12,2,0,17,19,7,20,17,26,26,mcarthur
2336,12,0,2,0,17,19,7,20,17,26,macarthur
2337,17,8,2,10,4,24,26,26,26,26,rickey
2338,17,14,3,26,26,26,26,26,26,26,rod
2339,13,8,11,4,18,26,26,26,26,26,niles
2340,9,4,17,4,12,24,26,26,26,26,jeremy
2341,18,20,18,0,13,26,26,26,26,26,susan
2342,22,0,11,19,26,26,26,26,26,26,walt
2343,11,0,17,24,26,26,26,26,26,26,lary
2344,9,0,8,12,4,26,26,26,26,26,jaime
2345,13,14,4,26,26,26,26,26,26,26,noe
2346,17,14,2,10,24,26,26,26,26,26,rocky
2347,3,4,17,4,10,26,26,26,26,26,derek
2348,11,4,18,26,26,26,26,26,26,26,les
2349,19,4,17,17,8,11,11,26,26,26,terrill
2350,17,20,18,18,26,26,26,26,26,26,russ
2351,19,8,12,12,24,26,26,26,26,26,timmy
2352,1,20,19,2,7,26,26,26,26,26,butch
2353,18,4,0,13,26,26,26,26,26,26,sean
2354,11,8,13,3,4,13,26,26,26,26,linden
2355,17,14,3,3,24,26,26,26,26,26,roddy
2356,17,8,2,10,8,4,26,26,26,26,rickie
2357,11,4,13,13,24,26,26,26,26,26,lenny
2358,17,20,18,19,24,26,26,26,26,26,rusty
2359,3,0,13,4,26,26,26,26,26,26,dane
2360,6,4,0,17,24,26,26,26,26,26,geary
2361,4,20,18,4,1,8,14,26,26,26,eusebio
2362,6,0,17,4,24,26,26,26,26,26,garey
2363,11,20,2,10,24,26,26,26,26,26,lucky
2364,6,4,17,0,17,3,14,26,26,26,gerardo
2365,6,8,11,26,26,26,26,26,26,26,gil
2366,17,8,2,7,8,4,26,26,26,26,richie
2367,2,0,17,13,4,11,11,26,26,26,carnell
2368,2,7,0,3,26,26,26,26,26,26,chad
2369,7,0,13,10,26,26,26,26,26,26,hank
2370,3,14,17,8,0,13,26,26,26,26,dorian
2371,17,14,11,0,13,3,14,26,26,26,rolando
2372,10,8,15,26,26,26,26,26,26,26,kip
2373,12,8,10,4,11,26,26,26,26,26,mikel
2374,9,14,13,0,19,7,14,13,26,26,jonathon
2375,18,19,4,21,0,13,26,26,26,26,stevan
2376,10,17,8,18,26,26,26,26,26,26,kris
2377,9,14,3,24,26,26,26,26,26,26,jody
2378,11,24,13,26,26,26,26,26,26,26,lyn
2379,25,0,2,7,0,17,24,26,26,26,zachary
2380,1,17,4,19,19,26,26,26,26,26,brett
2381,15,0,19,17,8,2,26,26,26,26,patric
2382,17,14,17,24,26,26,26,26,26,26,rory
2383,17,0,13,3,26,26,26,26,26,26,rand
2384,17,14,1,1,24,26,26,26,26,26,robby
2385,2,14,17,13,4,11,26,26,26,26,cornel
2386,18,7,0,22,13,26,26,26,26,26,shawn
2387,18,10,8,15,26,26,26,26,26,26,skip
2388,17,0,13,3,4,11,26,26,26,26,randel
2389,9,4,3,26,26,26,26,26,26,26,jed
2390,3,8,17,10,26,26,26,26,26,26,dirk
2391,1,17,14,2,10,26,26,26,26,26,brock
2392,3,4,17,24,11,26,26,26,26,26,deryl
2393,18,19,4,21,8,4,26,26,26,26,stevie
2394,3,4,17,17,8,2,10,26,26,26,derrick
2395,9,4,17,4,11,26,26,26,26,26,jerel
2396,2,4,18,0,17,26,26,26,26,26,cesar
2397,1,0,17,14,13,26,26,26,26,26,baron
2398,10,0,19,7,11,4,4,13,26,26,kathleen
2399,18,19,4,5,0,13,26,26,26,26,stefan
2400,3,14,13,4,11,11,26,26,26,26,donell
2401,2,14,17,4,24,26,26,26,26,26,corey
2402,10,4,11,21,8,13,26,26,26,26,kelvin
2403,4,25,25,0,17,3,26,26,26,26,ezzard
2404,19,14,3,26,26,26,26,26,26,26,tod
2405,18,7,0,20,13,26,26,26,26,26,shaun
2406,1,17,0,13,19,26,26,26,26,26,brant
2407,18,2,14,19,26,26,26,26,26,26,scot
2408,4,5,17,0,8,13,26,26,26,26,efrain
2409,18,19,0,2,4,24,26,26,26,26,stacey
2410,1,17,0,13,3,14,13,26,26,26,brandon
2411,12,0,17,11,14,13,26,26,26,26,marlon
2412,9,14,17,24,26,26,26,26,26,26,jory
2413,11,0,24,13,4,26,26,26,26,26,layne
2414,3,0,13,13,8,4,11,26,26,26,danniel
2415,12,8,2,7,8,0,11,26,26,26,michial
2416,17,8,19,2,7,8,4,26,26,26,ritchie
2417,4,3,22,0,17,3,14,26,26,26,edwardo
2418,10,8,12,1,4,17,11,24,26,26,kimberly
2419,17,8,2,10,8,26,26,26,26,26,ricki
2420,10,20,17,19,8,18,26,26,26,26,kurtis
2421,2,14,17,24,26,26,26,26,26,26,cory
2422,3,4,1,14,17,0,7,26,26,26,deborah
2423,18,2,14,19,19,8,4,26,26,26,scottie
2424,4,17,0,18,12,14,26,26,26,26,erasmo
2425,17,20,3,14,11,5,14,26,26,26,rudolfo
2426,11,4,23,26,26,26,26,26,26,26,lex
2427,17,14,3,17,8,2,10,26,26,26,rodrick
2428,3,0,17,24,11,4,26,26,26,26,daryle
2429,6,17,4,6,6,14,17,24,26,26,greggory
2430,3,0,17,17,4,13,26,26,26,26,darren
2431,12,8,10,4,0,11,26,26,26,26,mikeal
2432,19,17,4,13,19,26,26,26,26,26,trent
2433,12,8,2,7,0,11,26,26,26,26,michal
2434,19,7,4,14,3,8,18,26,26,26,theodis
2435,3,0,12,8,0,13,26,26,26,26,damian
2436,10,8,12,1,0,11,11,26,26,26,kimball
2437,12,8,2,7,0,11,4,26,26,26,michale
2438,22,8,11,5,17,4,3,14,26,26,wilfredo
2439,18,7,0,13,4,26,26,26,26,26,shane
2440,17,14,1,1,8,13,26,26,26,26,robbin
2441,10,17,0,8,6,26,26,26,26,26,kraig
2442,10,8,17,19,26,26,26,26,26,26,kirt
2443,2,7,8,15,26,26,26,26,26,26,chip
2444,17,0,13,3,14,11,5,26,26,26,randolf
2445,1,17,4,19,26,26,26,26,26,26,bret
2446,0,13,19,14,13,24,26,26,26,26,antony
2447,1,17,0,3,11,24,26,26,26,26,bradly
2448,5,0,17,14,13,26,26,26,26,26,faron
2449,1,11,0,8,18,4,26,26,26,26,blaise
2450,0,11,21,0,17,14,26,26,26,26,alvaro
2451,17,8,2,2,8,26,26,26,26,26,ricci
2452,3,20,18,19,24,26,26,26,26,26,dusty
2453,3,4,1,17,0,26,26,26,26,26,debra
2454,17,14,2,10,26,26,26,26,26,26,rock
2455,10,4,21,4,13,26,26,26,26,26,keven
2456,6,0,21,8,13,26,26,26,26,26,gavin
2457,10,4,21,0,13,26,26,26,26,26,kevan
2458,1,11,0,13,4,26,26,26,26,26,blane
2459,3,4,12,4,19,17,8,20,18,26,demetrius
2460,17,0,7,13,26,26,26,26,26,26,rahn
2461,1,0,17,17,14,13,26,26,26,26,barron
2462,7,4,17,8,1,4,17,19,14,26,heriberto
2463,9,20,3,4,26,26,26,26,26,26,jude
2464,11,4,21,4,17,13,26,26,26,26,levern
2465,3,0,17,2,24,26,26,26,26,26,darcy
2466,12,8,2,10,24,26,26,26,26,26,micky
2467,10,4,13,13,0,17,3,26,26,26,kennard
2468,3,0,21,24,26,26,26,26,26,26,davy
2469,19,0,3,26,26,26,26,26,26,26,tad
2470,17,7,4,19,19,26,26,26,26,26,rhett
2471,19,24,26,26,26,26,26,26,26,26,ty
2472,12,8,19,2,7,26,26,26,26,26,mitch
2473,9,4,5,5,4,17,4,24,26,26,jefferey
2474,3,0,13,13,26,26,26,26,26,26,dann
2475,19,8,12,12,14,19,7,24,26,26,timmothy
2476,1,17,14,3,4,17,8,2,10,26,broderick
2477,3,4,17,22,8,13,26,26,26,26,derwin
2478,2,7,4,19,26,26,26,26,26,26,chet
2479,16,20,8,13,19,8,13,26,26,26,quintin
2480,19,8,12,12,8,4,26,26,26,26,timmie
2481,19,0,1,26,26,26,26,26,26,26,tab
2482,19,17,0,2,4,24,26,26,26,26,tracey
2483,9,0,2,4,26,26,26,26,26,26,jace
2484,10,4,12,26,26,26,26,26,26,26,kem
2485,1,17,8,14,13,26,26,26,26,26,brion
2486,0,13,3,17,4,0,26,26,26,26,andrea
2487,2,24,13,19,7,8,0,26,26,26,cynthia
2488,10,4,13,13,19,7,26,26,26,26,kennth
2489,17,4,13,0,11,3,14,26,26,26,renaldo
2490,3,4,18,8,26,26,26,26,26,26,desi
2491,17,4,13,0,17,3,26,26,26,26,renard
2492,19,17,4,21,14,17,26,26,26,26,trevor
2493,10,4,13,13,4,24,26,26,26,26,kenney
2494,1,17,8,4,13,26,26,26,26,26,brien
2495,2,7,4,24,4,13,13,4,26,26,cheyenne
2496,3,4,17,8,2,10,26,26,26,26,derick
2497,17,14,1,1,26,26,26,26,26,26,robb
2498,3,4,21,8,13,26,26,26,26,26,devin
2499,10,4,17,22,8,13,26,26,26,26,kerwin
2500,6,17,0,24,11,8,13,6,26,26,grayling
2501,16,20,8,13,13,26,26,26,26,26,quinn
2502,22,0,24,3,4,26,26,26,26,26,wayde
2503,12,0,21,4,17,8,2,10,26,26,maverick
2504,19,14,1,8,13,26,26,26,26,26,tobin
2505,10,17,8,18,19,14,15,7,4,17,kristopher
2506,10,4,4,13,0,13,26,26,26,26,keenan
2507,3,8,0,13,4,26,26,26,26,26,diane
2508,2,7,4,17,24,11,26,26,26,26,cheryl
2509,17,4,8,13,0,11,3,14,26,26,reinaldo
2510,9,0,12,4,24,26,26,26,26,26,jamey
2511,3,0,17,17,8,13,26,26,26,26,darrin
2512,5,11,8,13,19,26,26,26,26,26,flint
2513,3,0,17,8,13,26,26,26,26,26,darin
2514,3,0,17,4,13,26,26,26,26,26,daren
2515,4,5,17,4,12,26,26,26,26,26,efrem
2516,10,8,4,19,7,26,26,26,26,26,kieth
2517,12,8,2,0,7,26,26,26,26,26,micah
2518,0,13,3,17,0,26,26,26,26,26,andra
2519,2,7,0,8,12,26,26,26,26,26,chaim
2520,17,0,24,13,0,17,3,26,26,26,raynard
2521,11,4,8,5,26,26,26,26,26,26,leif
2522,10,4,13,13,4,3,24,26,26,26,kennedy
2523,11,8,18,0,26,26,26,26,26,26,lisa
2524,3,0,17,17,8,2,10,26,26,26,darrick
2525,3,0,17,17,24,26,26,26,26,26,darry
2526,17,14,4,11,26,26,26,26,26,26,roel
2527,3,0,17,17,14,13,26,26,26,26,darron
2528,3,0,17,17,24,11,4,26,26,26,darryle
2529,18,19,4,15,7,14,13,26,26,26,stephon
2530,3,0,17,17,24,11,11,26,26,26,darryll
2531,1,17,4,13,3,0,26,26,26,26,brenda
2532,3,4,21,14,13,26,26,26,26,26,devon
2533,0,17,13,14,11,3,14,26,26,26,arnoldo
2534,10,14,17,24,26,26,26,26,26,26,kory
2535,17,4,6,0,13,26,26,26,26,26,regan
2536,1,17,14,14,10,26,26,26,26,26,brook
2537,18,7,0,24,13,4,26,26,26,26,shayne
2538,11,14,17,13,4,26,26,26,26,26,lorne
2539,15,0,17,17,8,18,7,26,26,26,parrish
2540,3,17,0,10,4,26,26,26,26,26,drake
2541,13,14,17,1,4,17,19,14,26,26,norberto
2542,10,0,11,21,8,13,26,26,26,26,kalvin
2543,15,4,17,13,4,11,11,26,26,26,pernell
2544,12,0,17,10,20,18,26,26,26,26,markus
2545,19,7,14,17,26,26,26,26,26,26,thor
2546,14,18,21,0,11,3,14,26,26,26,osvaldo
2547,0,13,8,1,0,11,26,26,26,26,anibal
2548,3,0,17,14,13,26,26,26,26,26,daron
2549,3,4,14,13,26,26,26,26,26,26,deon
2550,4,3,6,0,17,3,14,26,26,26,edgardo
2551,6,4,14,5,5,26,26,26,26,26,geoff
2552,19,0,12,12,24,26,26,26,26,26,tammy
2553,9,0,24,18,14,13,26,26,26,26,jayson
2554,17,14,3,17,8,6,14,26,26,26,rodrigo
2555,19,24,17,14,13,26,26,26,26,26,tyron
2556,3,22,24,0,13,4,26,26,26,26,dwyane
2557,18,19,14,13,4,24,26,26,26,26,stoney
2558,19,0,11,26,26,26,26,26,26,26,tal
2559,9,0,8,12,8,4,26,26,26,26,jaimie
2560,19,17,4,13,19,14,13,26,26,26,trenton
